207863,0.94
207787,0.19
206685,0.52
206477,0
206841,0.04
206863,0.26
206895,0.01
207311,0.13
207309,0
207307,0
206561,0.05
206583,0.03
206479,0.04
206515,0.1
206555,0.03
206467,0.01
206595,0.1
206585,0.23
207481,0.03
206887,0.18
206901,0.01
207121,0.2
206603,0.08
206873,0.74
33771761,0.02
206927,4.07
206919,5.16
207739,4.17
207779,4.2
207847,1.84
206527,0.43
206713,0.52
206793,0.48
206795,0.46
206747,0.67
206761,0.74
206765,0.94
206791,0.78
206891,0.2
207143,0.06
203751,4.54
203757,5.01
203743,5.67
206907,0.36
207859,2.28
206373,2.28
207215,2.39
207219,2.33
206415,2.06
207217,2.22
206379,3.15
207223,2.15
206421,2.08
207225,2.18
206405,3.16
206425,2.22
207221,2.31
206495,7.83
207253,7.33
206617,7.03
207265,5.75
206625,8.05
207259,7.62
206627,7.7
207269,7.66
206613,7.65
207247,5.02
206611,5.32
207277,7.44
206661,7.45
207289,7.72
206657,7.34
206689,7.48
207285,7.59
207271,7.06
206599,7.89
207245,3.26
206593,7.85
207257,7.46
206635,8.31
207261,4.81
206587,2.88
206629,8.89
207255,5.51
206631,5.54
207249,5.37
206549,3.65
206553,4.7
207243,4.67
206605,5.06
207263,4.93
206639,5
207279,4.58
206683,5.03
207297,4.45
206697,4.98
207287,4.79
206691,4.07
207275,4.92
206701,3.69
206695,3.76
206673,4.87
206671,4.87
207283,3.92
207281,3.52
207291,3.39
207293,3.69
206663,3.65
207295,1.61
206723,0
206481,1.75
207267,0.4
206637,0
206567,1.31
206521,0.6
206519,0.22
207235,0.1
210085,0.03
206491,0.09
207441,0.11
207233,0.14
206471,0.08
207227,0.04
206453,0.46
206445,0.64
206487,0.12
206463,2.05
207449,3.42
207477,1.5
207517,2.67
210073,2.68
207519,2.24
207521,27.55
206899,0.9
206897,0.46
207793,1.47
207873,0.56
209989,0.91
206881,0.82
206857,1.22
210051,0.82
206903,0.09
206889,5.31
210025,0.62
210029,0.67
210033,0.13
210037,0.31
210041,0.62
210045,0.7
210049,0.62
206869,0.99
207851,0.75
207845,2.68
206571,1.47
206609,0.91
206647,3.16
206447,5.97
206871,3.18
206883,2.82
206879,2.21
206893,1.74
207445,0.41
207443,0.26
207447,0.06
207451,0.39
207147,1.9
207731,5.13
207861,10.75
33771785,1.04
207765,2.93
207237,5.25
207231,3.79
207229,2.23
207509,0
207505,0
207251,4.17
207241,4.73
207239,3.38
207453,3.9
207459,0.07
207463,0.97
207467,0.35
207479,2.04
207475,4.89
207473,2.07
207471,0.01
207469,2.13
207465,0.58
207461,0.01
207457,1.5
207455,0.05
207435,7.77
207439,0.07
207501,7.16
207507,0.93
207503,3.67
207499,5.12
207437,52.87
209991,1.23
209995,0.21
209993,1.6
210053,0.79
210055,21.83
210057,0.42
324577,0.17
324579,0.1
324571,0.29
324575,0.07
324567,0.63
324331,0.41
324329,0.44
324321,0.22
324797,1.01
328291,0.27
324389,0.32
328267,0
328271,0
328275,0
328279,0
328283,0.66
328287,1.21
328285,97.11
326159,0
324731,1.65
324733,0.08
625322,378.72
625326,0
625332,0
625336,122.29
625374,272.84
625806,115.86
625324,241.37
625342,0
625352,0
625800,0
625820,215.57
625378,0
625812,0
625824,0
625802,0
625340,132.57
625354,43.36
625810,0
625814,0
625836,53.35
625330,0
625338,250.35
625348,0
625350,0
625356,0
625370,27.97
625804,0
625818,0
625822,0
625826,0
625828,245.17
625832,0
625328,0
625384,552.51
625816,0
625346,181.42
625380,0
625830,0
625834,567.64
625838,0
625842,108.28
625848,324.73
625868,0
625878,266.59
625966,515.46
625972,330.36
625974,42.27
626002,0
626018,70.25
626036,869.07
626038,0
626066,0
626106,0
626182,438.07
626188,0
626198,711.27
626240,884.39
625964,480.75
625990,256.62
626032,456.69
626034,315.09
626102,0
626114,0
626116,0
626124,0
626148,0
626186,204.11
626202,0
626210,0
626236,0
625854,0
625876,0
626030,249.6
626042,0
626044,0
626054,0
626082,544.66
626086,0
626092,0
626120,3746.35
626162,319.57
626164,0
626176,169.63
626206,853.42
625866,0
625872,381.01
625986,127.13
625998,0
626004,82608.76
626024,0
626058,0
626068,529.63
626080,571.46
626096,0
626118,0
626122,0
626126,30.03
626128,0
626154,0
626156,0
626158,0
626170,15.72
626190,293.97
626200,0
626218,0
625852,112
625862,123.92
625864,146.55
625988,0
626014,0
626028,0
626064,0
626110,0
626130,0
626132,0
626136,58.45
626172,397.75
626184,0
626194,120.14
626204,0
626208,0
625874,0
625984,0
625992,361.49
625994,585.09
626016,0
626052,0
626056,0
626084,0
626088,78904.88
626112,0
626160,0
626178,0
626216,0
626220,38991.73
626242,0
625856,582.1
625858,0
625870,0
625968,1417.2
625976,85.09
625996,0
626000,0
626006,0
626012,0
626020,0
626026,0
626050,0
626062,0
626072,0
626090,0
626100,0
626108,0
626180,417.07
626192,203.5
626196,0
625846,431.04
625970,0
625982,0
626022,0
626040,505.56
626048,0
626070,1651.36
626074,0
626078,0
626150,95.34
626168,479.59
325755,0.06
325139,0.2
325149,0.13
324477,0.21
326777,0.22
325757,0.12
325891,1.58
326047,0.8
326043,0.74
325883,0.67
325881,0.73
325879,0.26
325847,0.36
325839,0.29
325821,0.16
326313,0
326311,0.1
325793,0.21
325809,0.24
326305,0.23
325783,0.18
326291,0.03
326293,0.32
326295,0
326283,0.77
325767,0.06
326259,0
326257,0.03
325697,3.58
