station_id,HAND__m,AddressOID
13861304,32.1155014,223
13861304,30.5373516,224
13861304,30.6669903,225
13861304,31.7127705,226
13861304,30.8201923,227
13861304,31.2854023,228
13861304,31.3051777,229
13861304,32.1517334,230
13861304,31.1658916,231
13861304,32.1521034,232
13861304,32.1480751,233
13861304,31.8035812,234
13861304,31.3376484,235
13861304,31.2437725,236
13827082,1.8998414,237
13827082,1.2985431,238
13827082,1.7183838,239
13836097,16.5956497,240
13827096,26.1246357,241
13827082,21.5044518,242
13823638,5.0883746,243
13861312,22.1623669,244
13861304,24.4300518,245
13861304,33.1892204,246
13861304,33.3805046,247
13861304,33.6284256,248
13861312,19.8223038,249
13861312,19.9139805,250
13861304,30.9033222,251
13861304,31.7377949,252
13861304,31.9857311,253
13846063,40.2057114,254
13861312,20.4044609,255
13861312,24.8950882,256
13861304,30.3514385,257
13827348,3.4727805,258
13827348,11.2059517,259
13827084,21.9206619,260
13827348,9.9337959,261
13823672,34.2583237,262
13827086,10.1875811,263
13827088,10.3162613,264
13811882,26.9930515,265
13811882,39.639782,266
13862356,11.2687769,267
13862356,11.3484955,268
13862356,6.1786833,269
13862356,7.0175881,270
13847311,56.8762169,271
13848379,10.2945576,272
13848379,10.6324472,273
13848379,11.4310312,274
13862356,19.5096836,275
13848379,8.7016668,276
13835383,16.5271587,277
13835383,23.5293179,278
13835393,39.3807106,279
13838981,7.986268,280
13847309,44.4068031,281
13846063,38.1187973,282
13846063,42.1761742,283
13837891,32.672924,284
13837891,32.5770988,285
13837891,32.6222649,286
13837891,7.9963965,287
13837889,7.9504399,288
13837891,31.7222996,289
13837891,31.7772293,290
13837891,32.1196213,291
13837891,32.2310104,292
13837891,31.5849094,293
13837891,31.9472733,294
13859622,32.6748543,295
13859620,35.5882454,296
24781431,8.7620859,297
13846325,10.8336182,298
13846325,6.5726509,299
13827082,2.0169008,300
13827082,1.3378522,301
13827096,24.3078957,302
13827096,22.7085476,303
13827096,22.6055813,304
13827096,24.9187698,305
13811880,9.08008,306
13837889,43.9916229,307
13839145,21.8981533,308
13827348,5.041688,309
13827348,5.337038,310
13827348,5.7365131,311
13827348,5.385746,312
13827090,16.9155273,313
13827348,3.3521488,314
13827348,4.2422299,315
13827084,31.055727,316
13827350,13.3394814,317
13827350,4.5797257,318
13827350,12.566473,319
13811876,19.2097244,320
13811878,14.090785,321
13811876,22.6891098,322
13862356,9.5376139,323
13862356,7.4177351,324
13862356,15.9200478,325
13862356,11.138566,326
13835383,36.393013,327
13835383,12.3908491,328
13846063,50.3859024,329
13847317,50.3834,330
13859620,61.9620438,331
13847167,0,332
24781431,13.0074472,333
19995217,11.9155302,334
13847167,18.8321743,335
13847167,60.1654129,336
13847167,18.7701607,337
13847167,18.791153,338
13847165,25.9538193,339
13847165,22.9595566,340
13847167,62.3849754,341
13847167,17.844017,342
13846325,3.9010026,343
13827360,7.585556,344
13827348,7.2815518,345
13827360,2.9999998,346
13827096,6.3994007,347
13827082,9.0826559,348
13827096,6.9936557,349
13827096,7.0968051,350
13827082,5.1049857,351
13827082,8.8044529,352
13827082,6.7187948,353
13827096,17.2030239,354
13827096,16.9817677,355
13827096,22.9826221,356
13839145,27.2847939,357
13827096,21.9078503,358
13827096,17.4098225,359
13827096,17.3504963,360
13827096,23.7415257,361
13827096,23.7077713,362
13827096,24.7332973,363
13827096,25.1079197,364
13823638,9.1809292,365
13823638,8.9903736,366
13823638,8.8829517,367
13827096,26.7085133,368
13847167,19.0665531,369
13827348,4.6069059,370
13827348,4.7370276,371
13827348,5.3286552,372
13827348,4.7471585,373
13827348,5.2382741,374
13827348,4.2015653,375
13827348,3.4001637,376
13827348,2.6692505,377
13827348,4.5388279,378
13827348,3.943516,379
13827348,3.4905565,380
13827348,3.882869,381
13827348,3.7035518,382
13827348,3.5284078,383
13827348,4.2870417,384
13827348,3.1720366,385
13827348,2.8527465,386
13827348,2.4253976,387
13827348,1.6609286,388
13827348,3.171495,389
13827348,2.8067212,390
13827348,2.1736777,391
13827348,4.8917766,392
13827348,4.9746413,393
13827348,3.8532763,394
13827348,3.2574508,395
13827348,2.3294268,396
13827348,4.330071,397
13827348,4.54568,398
13827348,4.7471576,399
13827348,4.5461078,400
13827348,4.904119,401
13827348,4.4594069,402
13827348,4.338994,403
13827348,3.0811994,404
13827348,4.5621395,405
13827348,5.277595,406
13827348,5.3988309,407
13827348,4.6607518,408
13827348,3.7731347,409
13827096,23.4420376,410
13827096,9.7006893,411
13827350,7.3930664,412
13827350,12.4226112,413
13827350,10.6235409,414
13827094,11.6456327,415
13827094,10.1610737,416
13827108,22.3363686,417
13811878,4.7258196,418
13811882,4.8783684,419
13811878,4.4070249,420
13811882,5.9109502,421
13811890,60.7572136,422
13811882,12.640028,423
13827092,25.2920036,424
13811878,14.1328735,425
13861498,17.8579102,426
13848387,53.0331497,427
13862356,34.3803673,428
13848387,53.0331497,429
13848387,53.033123,430
13862358,32.6450195,431
13847311,6.0324874,432
13847311,8.8545809,433
13847311,7.9111767,434
13847311,5.7759409,435
13847311,6.8219919,436
13847311,6.3794518,437
13847321,55.872036,438
13847321,57.0581017,439
13862356,27.017395,440
13847321,52.1664696,441
13847321,56.3809509,442
13847321,18.2798061,443
13847321,44.8410378,444
13835383,25.1809444,445
13835383,23.0160885,446
13839005,33.1939774,447
13839005,13.6066351,448
13839005,13.6095104,449
13835383,33.9773102,450
13835383,29.2184277,451
13847317,45.5747871,452
13847317,47.8994484,453
13847317,53.8498878,454
13846063,68.9852142,455
13859620,52.7874146,456
13846337,123.0602341,457
13846337,134.3574066,458
13847167,7.6789861,459
13847167,4.8009057,460
13847167,13.9360228,461
13847167,7.1301303,462
13847167,5.4142923,463
13847167,10.2175426,464
19995791,89.3802261,465
19995791,88.7742691,466
19995221,37.9897537,467
13847167,12.4427509,468
13847167,14.4860926,469
13847167,121.5626755,470
13847167,58.3314323,471
13847167,53.9819641,472
13847167,53.7231712,473
13827350,13.2926102,474
13827348,1.1233521,475
13827348,2.3367319,476
13827096,4.4879761,477
13827096,3.1713867,478
13827096,3.7567513,479
13827096,6.5887494,480
13827096,6.8999052,481
13827096,6.7904081,482
13827096,6.7023964,483
13827096,6.4045463,484
13827096,6.4711351,485
13827348,0.8999027,486
13827096,23.315876,487
13827096,7.5996122,488
13827096,10.2999401,489
13839145,28.275898,490
13837905,59.2706451,491
13827096,19.9556103,492
13827096,19.9989929,493
13827096,20.1778927,494
13827096,21.7579422,495
13827096,28.5724125,496
13839145,29.7979984,497
13827096,19.8927307,498
13827096,7.4996347,499
13827096,7.4996347,500
13827348,2.2784424,501
13827348,4.5468197,502
13827348,4.5468192,503
13827348,4.5468197,504
13827348,4.6402645,505
13827348,4.5468192,506
13827348,4.5468192,507
13827348,4.5468192,508
13827348,4.6470389,509
13827348,4.6470385,510
13827348,4.6470385,511
13827348,4.6987352,512
13827348,4.6470399,513
13827348,4.6470399,514
13827348,4.6470394,515
13827348,4.7471371,516
13827348,4.7471375,517
13827348,11.2419806,518
13827348,11.3326178,519
13827348,13.2929754,520
13827348,13.2926092,521
13827350,13.2926092,522
13827348,4.7471366,523
13827348,4.7907162,524
13827348,4.8469296,525
13827348,4.8469296,526
13827350,13.3516912,527
13827350,13.3935633,528
13827350,13.3927107,529
13827350,13.3927107,530
13827348,4.699831,531
13827348,4.699831,532
13827350,13.4796228,533
13827350,13.59266,534
13827350,13.592659,535
13827350,13.6322708,536
13827350,13.5113611,537
13827350,13.5922928,538
13827350,13.6644974,539
13827350,13.6930008,540
13827350,13.7920609,541
13827350,13.7925491,542
13827350,5.0996718,543
13827350,5.1799331,544
13827350,13.7659378,545
13827350,13.6927567,546
13827350,13.6927567,547
13827350,13.6927567,548
13827348,3.5947273,549
13827348,3.5578542,550
13827348,3.4424591,551
13827348,3.4605296,552
13827348,3.3210449,553
13827348,3.2578125,554
13827348,3.2159426,555
13827348,3.1119387,556
13827348,3.7509158,557
13827348,2.8197637,558
13827348,2.245728,559
13827348,2.6115117,560
13827348,3.1962895,561
13827348,3.1503916,562
13827348,2.9843147,563
13827348,2.5245976,564
13827348,2.5222173,565
13827348,2.5050666,566
13827348,2.5087898,567
13827348,3.1277471,568
13827348,2.924439,569
13827348,3.0219731,570
13827348,2.4465339,571
13827348,2.4584358,572
13827348,2.6964118,573
13827348,2.6026008,574
13827348,1.4754639,575
13827348,1.5048218,576
13827348,1.574646,577
13827348,1.4815063,578
13827348,1.852833,579
13827348,2.8059692,580
13827348,2.046814,581
13827348,2.7910156,582
13827348,2.5144048,583
13827348,3.0855105,584
13827348,2.9905403,585
13827348,2.7103891,586
13827348,2.8665779,587
13827348,2.9729011,588
13827348,2.9691782,589
13827348,2.635987,590
13827348,2.6732185,591
13827348,2.6883552,592
13827348,2.743165,593
13827348,12.9924974,594
13827350,13.0933886,595
13827350,13.0927172,596
13827350,13.0927191,597
13827350,13.1545477,598
13827350,13.1944046,599
13827350,13.1942816,600
13827350,13.1928167,601
13827350,13.1928167,602
13827350,13.1928158,603
13827350,13.1928167,604
13827350,13.2619705,605
13827350,13.1939154,606
13827350,13.2938919,607
13827350,13.1937323,608
13827350,13.193428,609
13827350,13.2938919,610
13827350,13.2937698,611
13827350,13.2934647,612
13827350,13.2854691,613
13827350,13.2934036,614
13827350,13.1082239,615
13827350,13.2894363,616
13827350,13.1106043,617
13827350,13.1142664,618
13827350,13.1873255,619
13827350,13.292305,620
13827350,13.2980423,621
13827350,13.1913528,622
13827350,13.2243729,623
13827350,13.2982254,624
13827350,13.339241,625
13827350,13.3911829,626
13827350,13.4223099,627
13827350,13.4904861,628
13827348,0.2523193,629
13827348,1.7952271,630
13827348,2.7003632,631
13827348,2.4362793,632
13827348,2.026123,633
13827348,1.4899292,634
13827348,3.1555605,635
13827348,3.1546178,636
13827348,3.2444921,637
13827348,3.4496896,638
13827348,3.6277473,639
13827348,3.9143071,640
13827348,4.1640635,641
13827348,3.7503059,642
13827348,4.1591196,643
13827348,3.6187756,644
13827350,12.8937426,645
13827350,12.9924974,646
13827350,12.9924974,647
13827350,12.9924974,648
13827350,12.9924974,649
13827350,12.9924984,650
13827350,12.9924984,651
13827350,12.9924994,652
13827350,12.9924994,653
13827350,13.0815496,654
13827350,13.0836248,655
13827350,13.0120306,656
13827350,13.014533,657
13827350,13.0170355,658
13827350,12.9215155,659
13827350,12.9312201,660
13827350,12.9489202,661
13827350,13.0900946,662
13827350,13.0107489,663
13827350,12.9925003,664
13827350,12.9925003,665
13827350,12.9925003,666
13827350,12.9584427,667
13827350,12.9483719,668
13827350,12.9533768,669
13827350,12.9925003,670
13827350,12.9921951,671
13827350,12.9921951,672
13827350,13.0936356,673
13827350,13.1781082,674
13827350,12.8941698,675
13827350,12.9610071,676
13827350,12.9928064,677
13827350,12.9926853,678
13827350,13.0072088,679
13827350,12.8929529,680
13827350,12.6463041,681
13827350,12.6947651,682
13827350,12.6643705,683
13827350,12.694521,684
13827350,12.6571684,685
13827350,12.8136034,686
13827350,12.5927753,687
13827350,12.665103,688
13827350,12.5925922,689
13827350,12.7926083,690
13827350,12.7919941,691
13827350,12.8357563,692
13827350,12.8927631,693
13827350,12.6867085,694
13827350,12.6926899,695
13827350,12.698122,696
13827350,12.7926044,697
13827350,12.7924824,698
13827350,12.8923359,699
13827348,1.9977893,700
13827348,2.6912708,701
13827348,3.0730588,702
13827348,3.6039429,703
13827348,3.2731934,704
13827348,3.6046066,705
13827348,3.8758941,706
13827348,4.1643643,707
13827348,4.1926465,708
13827348,4.14219,709
13827348,4.3009658,710
13827348,4.2956095,711
13827348,4.3497944,712
13827348,2.7579896,713
13827348,3.0650775,714
13827348,3.3689766,715
13827348,4.2467923,716
13827348,4.2467928,717
13827348,4.2467933,718
13827348,4.2467933,719
13827348,4.2467928,720
13827348,4.2467928,721
13827348,4.2467923,722
13827348,4.2467918,723
13827348,4.2467918,724
13827348,4.2467914,725
13827348,4.2467933,726
13827348,4.7999287,727
13827348,13.4928074,728
13827348,4.3043761,729
13827348,4.2467937,730
13827348,4.2467933,731
13827348,4.2467937,732
13827348,4.2467937,733
13827348,4.2467942,734
13827348,4.2467933,735
13827348,4.2467685,736
13827348,4.2467928,737
13827348,4.2469716,738
13827348,4.2467918,739
13827348,4.5482855,740
13827348,4.3040261,741
13827348,4.2467923,742
13827348,4.2467923,743
13827348,4.2659783,744
13827348,4.3489866,745
13827348,4.2525506,746
13827348,4.5374322,747
13827348,3.9204428,748
13827348,4.6140847,749
13827348,4.5554328,750
13827348,4.3803039,751
13827348,4.3549132,752
13827348,4.2458429,753
13827348,4.2467928,754
13827348,4.2467928,755
13827348,4.2458425,756
13827348,4.2467666,757
13827348,4.2467918,758
13827348,4.2467918,759
13827348,4.2467918,760
13827348,4.2467918,761
13827348,4.2467914,762
13827348,4.2467923,763
13827348,4.5468192,764
13827348,4.6470389,765
13827348,4.6470389,766
13827348,4.6470389,767
13827348,4.6470389,768
13827348,4.6470399,769
13827348,4.6470394,770
13827348,4.3998432,771
13827348,4.3998432,772
13827348,4.3998432,773
13827348,4.5004296,774
13827348,4.4999413,775
13827348,4.7471371,776
13827348,4.4999413,777
13827348,4.5009785,778
13827348,4.5997334,779
13827348,4.6739521,780
13827348,4.6972675,781
13827348,4.699831,782
13827348,4.699831,783
13827348,4.699831,784
13827348,4.6001606,785
13827348,4.5997334,786
13827348,4.5997334,787
13827348,4.5994892,788
13827348,4.7703876,789
13827348,4.7998676,790
13827348,4.6687641,791
13827348,4.6679707,792
13827348,4.7019062,793
13827348,4.7020893,794
13827348,4.7012348,795
13827348,4.6985493,796
13827348,4.7182627,797
13827348,4.7291274,798
13827348,4.8201308,799
13827348,4.8983784,800
13827348,4.8603535,801
13827348,4.9774189,802
13827348,4.9866352,803
13827348,4.9986587,804
13827348,4.2467914,805
13827348,4.3267698,806
13827348,4.4326048,807
13827348,4.2467942,808
13827348,4.2467933,809
13827348,4.2467928,810
13827348,4.2467928,811
13827348,4.2467928,812
13827348,4.2467928,813
13827348,4.2467923,814
13827348,4.2467923,815
13827348,4.2467918,816
13827348,4.2467918,817
13827348,4.2467918,818
13827348,4.2467923,819
13827348,4.2467928,820
13827348,4.2890892,821
13827348,4.2467914,822
13827348,4.3998418,823
13827348,3.8753059,824
13827348,4.2382431,825
13827348,4.2999277,826
13827348,4.2996225,827
13827348,4.1998911,828
13827348,4.1111455,829
13827348,4.1954346,830
13827348,3.889039,831
13827348,3.7037973,832
13827348,3.7946179,833
13827348,3.7052619,834
13827348,3.5291755,835
13827348,4.2008677,836
13827348,3.7767339,837
13827348,3.7796638,838
13827348,3.6611946,839
13827348,3.6555796,840
13827348,3.8522959,841
13827348,3.3663337,842
13827348,3.3716438,843
13827348,3.1485603,844
13827348,4.1775522,845
13827348,3.7563484,846
13827348,3.5302141,847
13827348,3.5294209,848
13827348,3.526551,849
13827348,3.5319221,850
13827348,3.8079231,851
13827348,4.6470394,852
13827350,12.8934984,853
13827348,4.5468202,854
13827348,4.6726127,855
13827350,12.9924994,856
13827348,4.6000385,857
13827350,13.2930374,858
13827348,4.8739643,859
13827348,4.8993549,860
13827350,13.3822098,861
13827348,4.5738587,862
13827348,4.643805,863
13827348,4.5833192,864
13827348,4.3998427,865
13827348,4.302309,866
13827348,4.3103657,867
13827348,4.2996235,868
13827348,4.2996235,869
13827348,4.2996235,870
13827348,4.2996235,871
13827348,4.2996235,872
13827348,4.2996235,873
13827348,4.2996235,874
13827348,4.2996235,875
13827348,4.2996235,876
13827348,4.2996235,877
13827348,4.2996235,878
13827348,4.3381367,879
13827348,4.3381367,880
13827348,4.2996235,881
13827348,4.299624,882
13827348,4.299624,883
13827348,4.2996235,884
13827348,4.2996235,885
13827348,4.3378921,886
13827348,4.3149424,887
13827348,4.4956074,888
13827348,4.4998188,889
13827348,4.299623,890
13827348,4.4931049,891
13827348,4.500246,892
13827348,4.5003681,893
13827348,4.4998188,894
13827348,4.4819345,895
13827348,4.2254648,896
13827348,4.4794321,897
13827348,4.4998178,898
13827348,4.4768686,899
13827348,4.5008554,900
13827348,4.5360126,901
13827348,4.5651865,902
13827348,4.1765146,903
13827348,4.2030048,904
13827348,4.2071543,905
13827348,4.1967783,906
13827348,2.5790405,907
13827348,3.7742319,908
13827348,2.901123,909
13827348,4.2011728,910
13827348,4.119874,911
13827348,2.9520271,912
13827348,2.6926887,913
13827348,3.6485603,914
13827348,3.6143196,915
13827348,3.302552,916
13827348,3.6951911,917
13827348,3.0025032,918
13827348,2.9196172,919
13827348,4.6470399,920
13827350,12.8159227,921
13827348,2.3111711,922
13827348,4.3200693,923
13827348,3.0975342,924
13827348,1.656189,925
13827348,0.7114868,926
13827348,4.2467923,927
13827348,4.3948979,928
13827348,3.2652798,929
13827348,2.8717518,930
13827348,2.3629026,931
13827350,13.0927181,932
13827350,13.0927172,933
13827348,4.6470647,934
13827348,11.141881,935
13827348,11.1418819,936
13827348,13.1239681,937
13827348,13.1882992,938
13827348,4.4470878,939
13827348,4.3469286,940
13827350,12.8296547,941
13827350,12.7926064,942
13827350,10.9644814,943
13827350,10.9254179,944
13827350,12.3927641,945
13827350,12.1904936,946
13827350,11.6918373,947
13827348,4.5471253,948
13827348,4.4503837,949
13827350,12.7926054,950
13827348,2.6763918,951
13827348,4.2467923,952
13827348,4.2467923,953
13827348,4.2467923,954
13827348,4.2467923,955
13827348,4.2467923,956
13827348,4.2467923,957
13827348,4.2467923,958
13827348,4.2467918,959
13827348,4.2467923,960
13827348,4.2467923,961
13827348,4.2467918,962
13827348,4.2467918,963
13827348,4.2467918,964
13827348,4.2467914,965
13827348,4.2467914,966
13827348,4.2467914,967
13827348,4.2467918,968
13827348,4.2467918,969
13827348,4.2467923,970
13827348,4.2467942,971
13827350,12.5582905,972
13827350,12.5945454,973
13827348,2.076355,974
13827348,3.0253508,975
13827348,2.406008,976
13827348,2.4513009,977
13827348,4.2467928,978
13827348,0.5699508,979
13827348,3.7635491,980
13827348,4.2481608,981
13827348,4.2570057,982
13827348,4.2525506,983
13827348,4.3314691,984
13827350,12.4564228,985
13827348,2.6378787,986
13827350,11.5198393,987
13827348,4.2467918,988
13827348,4.2467918,989
13827100,15.8253374,990
13827350,12.208559,991
13827348,4.1976318,992
13827348,4.25879,993
13827350,10.6372099,994
13827348,4.2996235,995
13827348,4.2996235,996
13827348,4.4989033,997
13827350,13.6824417,998
13827350,12.892767,999
13827350,13.0927181,1000
13811878,6.5758667,1001
13827110,14.0015182,1002
13811878,31.0560379,1003
13811878,17.6227093,1004
13827116,1.7368485,1005
13827116,10.989995,1006
13827084,34.2663841,1007
13827350,18.4296417,1008
13827116,5.4697061,1009
13811890,51.0962715,1010
13827080,73.9203873,1011
13827110,6.3564453,1012
13827110,21.089613,1013
13827110,4.6965942,1014
13827100,22.1312332,1015
13827110,22.0962486,1016
13827108,13.5821762,1017
13827108,18.1225433,1018
13827100,3.5026855,1019
13827108,10.8007393,1020
13827102,0.8178711,1021
13827098,5.8366089,1022
13827098,7.0672207,1023
13827110,1.1899414,1024
13827108,0.4740706,1025
13827100,3.9345462,1026
13827100,7.2930303,1027
13811878,29.5483685,1028
13811878,32.2410355,1029
13811878,22.1225071,1030
13811890,59.5744743,1031
13811878,14.5675316,1032
13848387,60.8675804,1033
13862356,20.425211,1034
13861498,51.2895813,1035
13848387,51.3483849,1036
13861498,50.9771538,1037
13848387,60.7687836,1038
13835383,21.4280434,1039
13837895,14.0073929,1040
13848381,26.4729023,1041
13848381,5.9939699,1042
13848381,6.4658208,1043
13848381,0.7755127,1044
13848381,0.7714882,1045
13837901,73.8942719,1046
13847167,9.2810049,1047
13847167,9.5234365,1048
13847167,52.6292801,1049
19996617,77.5613174,1050
13827096,9.1997862,1051
13827096,22.0078068,1052
13827096,22.1449356,1053
13827096,11.7215147,1054
13827096,10.850852,1055
13827096,10.2973232,1056
13827096,7.899662,1057
13827096,11.0996294,1058
13827096,9.1997862,1059
13827096,11.2427559,1060
13827096,9.699666,1061
13827096,10.1209307,1062
13827096,9.1997862,1063
13827096,9.2105274,1064
13827096,9.2997618,1065
13827096,9.3020163,1066
13837905,56.3852425,1067
13839145,1.9955361,1068
13839145,15.6787786,1069
13827096,12.1996536,1070
13827096,11.4943333,1071
13827096,9.0996189,1072
13827096,9.099618,1073
13827096,9.199666,1074
13827096,20.3832588,1075
13827096,20.9079723,1076
13827096,28.4081459,1077
13827096,27.907917,1078
13827096,33.5228119,1079
13827096,33.4230843,1080
13827096,9.2420835,1081
13839145,28.6997662,1082
13827348,4.3739033,1083
13827096,9.1997862,1084
13827096,9.4001026,1085
13827100,6.4280767,1086
13827100,7.901711,1087
13827100,8.243803,1088
13827100,4.3948364,1089
13827110,12.6925049,1090
13827110,11.5235596,1091
13827100,13.0884199,1092
13827110,13.225647,1093
13827110,13.71521,1094
13827100,11.5864296,1095
13827100,13.0517492,1096
13827110,18.6370831,1097
13827100,13.7896729,1098
13827100,12.579834,1099
13827100,14.0059814,1100
13827110,18.4988365,1101
13827110,19.4577599,1102
13827110,18.37286,1103
13827100,13.1532593,1104
13827100,20.6135235,1105
13827110,15.6635723,1106
13827110,18.3695812,1107
13827110,17.7534447,1108
13827110,18.242384,1109
13827110,18.8707504,1110
13827110,19.0734215,1111
13827110,19.2642059,1112
13827110,18.3582935,1113
13827110,18.6223049,1114
13827110,18.6874371,1115
13827110,19.4030514,1116
13827110,19.8094463,1117
13827110,19.1825523,1118
13827110,19.5846539,1119
13827110,20.2769737,1120
13827110,19.7622032,1121
13827100,14.4576063,1122
13827100,13.7792139,1123
13827110,15.473711,1124
13827110,16.1689014,1125
13827110,17.3106537,1126
13827110,17.5746422,1127
13827110,16.770504,1128
13827110,17.4125309,1129
13827110,16.7523785,1130
13827110,16.773983,1131
13827110,16.7446251,1132
13827110,17.6086388,1133
13827110,18.0051842,1134
13827110,16.8599205,1135
13827110,17.176878,1136
13827110,17.6248741,1137
13827110,18.4581871,1138
13827100,14.7217121,1139
13827110,16.661911,1140
13827100,15.1390171,1141
13827110,14.8871222,1142
13827110,15.5374413,1143
13827110,16.2262878,1144
13827110,16.531641,1145
13827110,16.7359085,1146
13827110,16.9430065,1147
13827110,17.0416946,1148
13827110,17.5283756,1149
13827110,13.0568352,1150
13827100,11.5840464,1151
13827100,11.0776978,1152
13827100,11.0847788,1153
13827100,10.6126719,1154
13827100,10.1955566,1155
13827100,8.9071665,1156
13827100,8.4335327,1157
13827100,7.9686279,1158
13827110,16.914135,1159
13827110,16.8378696,1160
13827110,13.4887695,1161
